Crash ID,Crash Death Count,Crash Month,Latitude,Longitude,Person Age,Person Alcohol Result,Person Blood Alcohol Content Test Result,Person Type
16934720,0,3,29.97225235,-96.51090138,64,No Data,No Data,1 - DRIVER
16938450,0,3,29.63145256,-96.06515503,68,No Data,No Data,1 - DRIVER
16938450,0,3,29.63145256,-96.06515503,43,No Data,No Data,1 - DRIVER
16938450,0,3,29.63145256,-96.06515503,40,No Data,No Data,2 - PASSENGER/OCCUPANT
16950498,0,3,29.84023932,-96.17108805,37,1 - POSITIVE,0.201,1 - DRIVER
16950498,0,3,29.84023932,-96.17108805,48,No Data,No Data,1 - DRIVER
16940850,0,3,29.78399086,-96.15824127,No Data,No Data,No Data,1 - DRIVER
16940850,0,3,29.78399086,-96.15824127,19,No Data,No Data,1 - DRIVER
16940850,0,3,29.78399086,-96.15824127,13,No Data,No Data,2 - PASSENGER/OCCUPANT
16940850,0,3,29.78399086,-96.15824127,14,No Data,No Data,2 - PASSENGER/OCCUPANT
16940850,0,3,29.78399086,-96.15824127,18,No Data,No Data,2 - PASSENGER/OCCUPANT
16952094,0,3,29.76253839,-96.15926418,44,No Data,No Data,1 - DRIVER
16952094,0,3,29.76253839,-96.15926418,15,No Data,No Data,2 - PASSENGER/OCCUPANT
16952066,0,3,29.76228898,-96.18283146,20,No Data,No Data,1 - DRIVER
16967122,0,3,29.75254435,-96.26939883,48,No Data,No Data,1 - DRIVER
16967122,0,3,29.75254435,-96.26939883,26,No Data,No Data,2 - PASSENGER/OCCUPANT
16967122,0,3,29.75254435,-96.26939883,19,No Data,No Data,1 - DRIVER
16967122,0,3,29.75254435,-96.26939883,18,No Data,No Data,2 - PASSENGER/OCCUPANT
16952095,0,3,29.75997211,-96.22180349,19,No Data,No Data,1 - DRIVER
16958452,0,3,29.77102653,-96.05510579,19,No Data,No Data,1 - DRIVER
16958452,0,3,29.77102653,-96.05510579,20,No Data,No Data,1 - DRIVER
16957821,0,3,No Data,No Data,76,No Data,No Data,1 - DRIVER
16957821,0,3,No Data,No Data,4,No Data,No Data,2 - PASSENGER/OCCUPANT
16957821,0,3,No Data,No Data,78,No Data,No Data,1 - DRIVER
16963034,0,3,29.76743384,-96.14311791,20,No Data,No Data,1 - DRIVER
16963034,0,3,29.76743384,-96.14311791,23,No Data,No Data,1 - DRIVER
16963034,0,3,29.76743384,-96.14311791,23,No Data,No Data,2 - PASSENGER/OCCUPANT
16978400,0,3,29.77616691,-96.09717547,26,No Data,No Data,1 - DRIVER
16959902,0,3,29.77040984,-96.05015287,28,No Data,No Data,1 - DRIVER
16959902,0,3,29.77040984,-96.05015287,23,No Data,No Data,2 - PASSENGER/OCCUPANT
16959902,0,3,29.77040984,-96.05015287,18,No Data,No Data,2 - PASSENGER/OCCUPANT
16993411,0,3,29.75421323,-96.25533158,26,No Data,No Data,1 - DRIVER
16993411,0,3,29.75421323,-96.25533158,27,No Data,No Data,2 - PASSENGER/OCCUPANT
16993411,0,3,29.75421323,-96.25533158,No Data,No Data,No Data,1 - DRIVER
16973350,0,3,29.78224482,-96.15657289,50,No Data,No Data,1 - DRIVER
16973350,0,3,29.78224482,-96.15657289,67,No Data,No Data,2 - PASSENGER/OCCUPANT
16973350,0,3,29.78224482,-96.15657289,20,No Data,No Data,1 - DRIVER
16973350,0,3,29.78224482,-96.15657289,19,No Data,No Data,2 - PASSENGER/OCCUPANT
16991725,0,3,29.81601486,-96.13128541,20,No Data,No Data,1 - DRIVER
16991725,0,3,29.81601486,-96.13128541,25,No Data,No Data,2 - PASSENGER/OCCUPANT
16991725,0,3,29.81601486,-96.13128541,2,No Data,No Data,2 - PASSENGER/OCCUPANT
16991725,0,3,29.81601486,-96.13128541,1,No Data,No Data,2 - PASSENGER/OCCUPANT
16991725,0,3,29.81601486,-96.13128541,0,No Data,No Data,2 - PASSENGER/OCCUPANT
16968709,0,3,29.73689816,-96.14382968,18,No Data,No Data,1 - DRIVER
16968709,0,3,29.73689816,-96.14382968,29,No Data,No Data,1 - DRIVER
16968709,0,3,29.73689816,-96.14382968,2,No Data,No Data,2 - PASSENGER/OCCUPANT
16969299,0,3,29.77040984,-96.05015287,19,No Data,No Data,1 - DRIVER
16969299,0,3,29.77040984,-96.05015287,19,No Data,No Data,2 - PASSENGER/OCCUPANT
16969299,0,3,29.77040984,-96.05015287,47,No Data,No Data,1 - DRIVER
16979330,0,3,29.76979315,-96.04519994,22,No Data,No Data,1 - DRIVER
16979330,0,3,29.76979315,-96.04519994,40,No Data,No Data,1 - DRIVER
16986090,0,3,29.77611894,-96.10747667,47,No Data,No Data,1 - DRIVER
16986090,0,3,29.77611894,-96.10747667,58,No Data,No Data,1 - DRIVER
16986090,0,3,29.77611894,-96.10747667,18,No Data,No Data,1 - DRIVER
16978000,0,3,29.76348191,-96.1523223,24,No Data,No Data,1 - DRIVER
16978000,0,3,29.76348191,-96.1523223,70,No Data,No Data,1 - DRIVER
16978000,0,3,29.76348191,-96.1523223,63,No Data,No Data,2 - PASSENGER/OCCUPANT
16978000,0,3,29.76348191,-96.1523223,31,No Data,No Data,2 - PASSENGER/OCCUPANT
16978000,0,3,29.76348191,-96.1523223,20,No Data,No Data,2 - PASSENGER/OCCUPANT
16978053,0,3,29.7564653,-96.23636122,27,1 - POSITIVE,0.173,1 - DRIVER
16979341,0,3,29.82490825,-96.22920887,58,No Data,No Data,1 - DRIVER
16978052,0,3,29.76447858,-96.15278106,70,No Data,No Data,1 - DRIVER
16978052,0,3,29.76447858,-96.15278106,32,No Data,No Data,1 - DRIVER
16978052,0,3,29.76447858,-96.15278106,6,No Data,No Data,2 - PASSENGER/OCCUPANT
16978052,0,3,29.76447858,-96.15278106,2,No Data,No Data,2 - PASSENGER/OCCUPANT
16979468,0,3,29.94863701,-96.25288391,34,No Data,No Data,1 - DRIVER
16979468,0,3,29.94863701,-96.25288391,37,No Data,No Data,2 - PASSENGER/OCCUPANT
16979468,0,3,29.94863701,-96.25288391,38,No Data,No Data,2 - PASSENGER/OCCUPANT
16979468,0,3,29.94863701,-96.25288391,74,No Data,No Data,1 - DRIVER
16978089,0,3,29.76348191,-96.1523223,22,No Data,No Data,1 - DRIVER
16978089,0,3,29.76348191,-96.1523223,23,No Data,No Data,1 - DRIVER
17002090,0,3,29.76335453,-96.15226355,20,No Data,No Data,1 - DRIVER
17002090,0,3,29.76335453,-96.15226355,20,No Data,No Data,2 - PASSENGER/OCCUPANT
17002090,0,3,29.76335453,-96.15226355,20,No Data,No Data,2 - PASSENGER/OCCUPANT
17002090,0,3,29.76335453,-96.15226355,19,No Data,No Data,2 - PASSENGER/OCCUPANT
17002090,0,3,29.76335453,-96.15226355,No Data,No Data,No Data,1 - DRIVER
17023494,0,3,29.77204612,-96.06329463,No Data,No Data,No Data,1 - DRIVER
17023494,0,3,29.77204612,-96.06329463,58,No Data,No Data,1 - DRIVER
17023494,0,3,29.77204612,-96.06329463,34,No Data,No Data,2 - PASSENGER/OCCUPANT
17023494,0,3,29.77204612,-96.06329463,4,No Data,No Data,2 - PASSENGER/OCCUPANT
17023494,0,3,29.77204612,-96.06329463,30,No Data,No Data,2 - PASSENGER/OCCUPANT
17023494,0,3,29.77204612,-96.06329463,5,No Data,No Data,2 - PASSENGER/OCCUPANT
17023494,0,3,29.77204612,-96.06329463,7,No Data,No Data,2 - PASSENGER/OCCUPANT
16984601,0,4,29.63076044,-96.06355483,24,No Data,No Data,1 - DRIVER
16984601,0,4,29.63076044,-96.06355483,53,No Data,No Data,1 - DRIVER
16991733,0,4,29.63261652,-96.06766065,73,No Data,No Data,1 - DRIVER
16991733,0,4,29.63261652,-96.06766065,67,No Data,No Data,2 - PASSENGER/OCCUPANT
16991733,0,4,29.63261652,-96.06766065,31,No Data,No Data,1 - DRIVER
17016357,0,4,29.94863701,-96.25288391,22,No Data,No Data,1 - DRIVER
17017237,0,4,30.0294856,-96.12858725,45,No Data,No Data,1 - DRIVER
